0,2857,20,12856,13623
1,2857,20,12856,13623
2,2727,20,12855,12855
3,2727,20,12855,12855
4,2608,20,12854,12344
5,2608,20,12854,12344
6,2608,20,12854,12344
7,2608,20,12854,12344
8,2608,20,12854,12344
9,2500,20,12853,12336
10,2500,20,12853,12336
11,2500,20,12853,12336
12,2727,20,12855,12855
13,2727,20,12855,12855
14,2727,20,12855,12855
15,2500,20,12853,12336
16,2608,20,12854,12344
17,2727,20,12855,12855
18,2608,20,12854,12344
19,2500,20,12853,12336
20,2608,20,12854,12344
21,2500,20,12853,12336
22,2500,20,12853,12336
23,2500,20,12853,12336
24,2500,20,12853,12336
25,2500,20,12853,12336
26,2608,20,12854,12344
27,2500,20,12853,12336
28,2500,20,12853,12336
29,2608,20,12854,12344
30,2608,20,12854,12344
31,2608,20,12854,12344
32,2400,20,12852,12336
33,2608,20,12854,12344
34,2608,20,12854,12344
35,2400,20,12852,12336
36,2500,20,12853,12336
37,2400,20,12852,12336
38,2500,20,12853,12336
39,2400,20,12852,12336
40,2500,20,12853,12336
41,2608,20,12854,12344
42,2608,20,12854,12344
43,2500,20,12853,12336
44,2608,20,12854,12344
45,2608,20,12854,12344
46,2500,20,12853,12336
47,2500,20,12853,12336
48,2500,20,12853,12336
49,2500,20,12853,12336
50,2500,20,12853,12336
51,2400,20,12852,12336
52,2500,20,12853,12336
53,2400,20,12852,12336
54,2500,20,12853,12336
55,2500,20,12853,12336
56,2500,20,12853,12336
57,2400,20,12852,12336
58,2400,20,12852,12336
59,2608,20,12854,12344
60,2608,20,12854,12344
61,2608,20,12854,12344
62,2400,20,12852,12336
63,2500,20,12853,12336
64,2500,20,12853,12336
65,2400,20,12852,12336
66,2400,20,12852,12336
67,2500,20,12853,12336
68,2500,20,12853,12336
69,2400,20,12852,12336
70,2400,20,12852,12336
71,2500,20,12853,12336
72,2500,20,12853,12336
73,2500,20,12853,12336
74,2500,20,12853,12336
75,2608,25,12854,12344
76,2608,25,12854,12344
77,2608,25,12854,12344
78,3000,25,13104,12336
79,3000,25,13104,12336
80,3157,25,13105,13623
81,3333,25,13107,13107
82,3333,25,13107,13107
83,3333,25,13107,13107
84,3333,25,13107,13107
85,3750,25,13111,13616
86,3750,25,13111,13616
87,3333,25,13107,13107
88,3529,25,13109,12857
89,3529,25,13109,12857
90,3750,25,13111,13616
91,4000,25,13360,12336
92,3750,25,13111,13616
93,3750,25,13111,13616
94,4000,25,13360,12336
95,4000,25,13360,12336
96,4000,25,13360,12336
97,4285,25,13362,14389
98,4000,25,13360,12336
99,4285,25,13362,14389
100,4285,25,13362,14389
101,4285,25,13362,14389
102,4285,25,13362,14389
103,4285,25,13362,14389
104,3750,25,13111,13616
105,4000,25,13360,12336
106,4000,25,13360,12336
107,4000,25,13360,12336
108,4285,25,13362,14389
109,4000,25,13360,12336
110,4285,25,13362,14389
111,4285,25,13362,14389
112,4285,25,13362,14389
113,4285,25,13362,14389
114,4285,25,13362,14389
115,4285,25,13362,14389
116,4285,25,13362,14389
117,4285,25,13362,14389
118,4000,25,13360,12336
119,4000,25,13360,12336
120,4000,25,13360,12336
121,4000,25,13360,12336
122,4000,25,13360,12336
123,4285,25,13362,14389
124,4285,25,13362,14389
125,4285,25,13362,14389
126,4285,25,13362,14389
127,4285,25,13362,14389
128,4285,25,13362,14389
129,4285,25,13362,14389
130,4285,25,13362,14389
131,4285,25,13362,14389
132,4285,25,13362,14389
133,4285,25,13362,14389
134,4000,25,13360,12336
135,4000,25,13360,12336
136,4000,25,13360,12336
137,4000,25,13360,12336
138,4000,25,13360,12336
139,4285,25,13362,14389
140,4285,25,13362,14389
141,4285,25,13362,14389
142,4285,25,13362,14389
143,4615,25,13366,12597
144,4285,25,13362,14389
145,4285,25,13362,14389
146,4285,25,13362,14389
147,4285,25,13362,14389
148,4285,25,13362,14389
149,4285,25,13362,14389
150,4285,25,13362,14389
151,4000,25,13360,12336
152,4285,25,13362,14389
153,4000,25,13360,12336
154,4000,25,13360,12336
155,4285,25,13362,14389
