228,2345,20,12851,13365
229,2336,20,12851,13110
230,2346,20,12851,13366
231,2336,20,12851,13110
232,2320,20,12851,12848
233,2337,20,12851,13111
234,2330,20,12851,13104
235,2343,20,12851,13363
236,2334,20,12851,13108
237,2318,20,12851,12600
238,2315,25,12851,12597
239,2352,25,12851,13618
240,2444,25,12852,13364
241,2515,25,12853,12597
242,2618,25,12854,12600
243,2758,25,12855,13624
244,2864,25,12856,13876
245,3044,25,13104,13364
246,3187,25,13105,14391
247,3267,25,13106,13879
248,3312,25,13107,12594
249,3451,25,13108,13617
250,3504,25,13109,12340
251,3515,25,13109,12597
252,3609,25,13110,12345
253,3615,25,13110,12597
254,3687,25,13110,14391
255,3706,25,13111,12342
256,3766,25,13111,13878
257,3751,25,13111,13617
258,3832,25,13112,13106
259,3866,25,13112,13878
260,3925,25,13113,12853
261,3870,25,13112,14128
262,3980,25,13113,14384
263,4028,25,13360,12856
264,4048,25,13360,13368
265,4051,25,13360,13617
266,4046,25,13360,13366
267,4019,25,13360,12601
268,4072,25,13360,14130
269,4065,25,13360,13877
270,4092,25,13360,14642
271,4110,25,13361,12592
272,4062,25,13360,13874
273,4066,25,13360,13878
274,4068,25,13360,13880
275,4068,25,13360,13880
276,4163,25,13361,13875
277,4158,25,13361,13624
278,4156,25,13361,13622
279,4137,25,13361,13111
280,4148,25,13361,13368
281,4152,25,13361,13618
282,4117,25,13361,12599
283,4174,25,13361,14132
284,4122,25,13361,12850
285,4163,25,13361,13875
286,4140,25,13361,13360
287,4099,25,13360,14649
288,4109,25,13361,12345
289,4139,25,13361,13113
290,4112,25,13361,12594
291,4078,25,13360,14136
292,4169,25,13361,13881
293,4196,25,13361,14646
294,4172,25,13361,14130
295,4197,25,13361,14647
296,4135,25,13361,13109
297,4182,25,13361,14386
298,4148,25,13361,13368
299,4187,25,13361,14391
300,4105,25,13361,12341
301,4156,25,13361,13622
302,4106,25,13361,12342
303,4156,25,13361,13622
304,4141,25,13361,13361
305,4099,25,13360,14649
306,4135,25,13361,13109
307,4097,25,13360,14647
308,4179,25,13361,14137
309,4129,25,13361,12857
310,4179,25,13361,14137
311,4200,25,13362,12336
312,4137,25,13361,13111
313,4169,25,13361,13881
314,4136,25,13361,13110
315,4169,25,13361,13881
316,4142,25,13361,13362
317,4151,25,13361,13617
318,4175,25,13361,14133
319,4145,25,13361,13365
320,4172,25,13361,14130
321,4097,25,13360,14647
322,4134,25,13361,13108
323,4097,25,13360,14647
324,4134,25,13361,13108
325,4129,25,13361,12857
326,4179,25,13361,14137
327,4129,25,13361,12857
328,4179,25,13361,14137
329,4172,25,13361,14130
330,4144,25,13361,13364
331,4172,25,13361,14130
332,4144,25,13361,13364
333,4134,25,13361,13108
334,4121,25,13361,12849
335,4162,25,13361,13874
336,4140,25,13361,13360
337,4132,25,13361,13106
338,4096,20,13360,14646
339,4071,20,13360,14129
340,4007,20,13360,12343
341,3957,20,13113,13623
342,3751,20,13111,13617
343,3750,20,13111,13616
344,3672,20,13110,14130
345,3525,20,13109,12853
346,3441,20,13108,13361
347,3361,20,13107,13873
348,3316,20,13107,12598
349,3207,20,13106,12343
350,3146,20,13105,13366
351,3111,20,13105,12593
352,3062,20,13104,13874
353,2999,20,12857,14649
354,2964,20,12857,13876
355,2917,20,12857,12599
356,2890,20,12856,14640
357,2843,20,12856,13363
358,2787,20,12855,14391
359,2804,20,12856,12340
360,2770,20,12855,14128
361,2762,20,12855,13874
362,2724,20,12855,12852
363,2703,20,12855,12339
364,2652,20,12854,13618
365,2628,20,12854,12856
366,2614,20,12854,12596
367,2586,20,12853,14390
368,2591,20,12853,14641
369,2571,20,12853,14129
370,2535,20,12853,13109
371,2553,20,12853,13619
372,2557,20,12853,13623
373,2513,20,12853,12595
374,2510,20,12853,12592
375,2505,20,12853,12341
376,2511,20,12853,12593
377,2483,20,12852,14387
378,2472,20,12852,14130
379,2454,20,12852,13620
380,2449,20,12852,13369
381,2446,20,12852,13366
382,2434,20,12852,13108
383,2438,20,12852,13112
384,2440,20,12852,13360
385,2455,20,12852,13621
386,2413,20,12852,12595
387,2435,20,12852,13109
388,2419,20,12852,12601
389,2411,20,12852,12593
390,2408,20,12852,12344
391,2404,20,12852,12340
392,2403,20,12852,12339
393,2401,20,12852,12337
394,2401,20,12852,12337
395,2400,20,12852,12336
396,2377,20,12851,14135
397,2383,20,12851,14387
398,2367,20,12851,13879
399,2377,20,12851,14135
400,2359,20,12851,13625
401,2373,20,12851,14131
402,2379,20,12851,14137
403,2371,20,12851,14129
404,2378,20,12851,14136
405,2370,20,12851,14128
406,2366,20,12851,13878
407,2374,20,12851,14132
408,2368,20,12851,13880
409,2353,20,12851,13619
410,2381,20,12851,14385
411,2362,20,12851,13874
412,2356,20,12851,13622
413,2357,20,12851,13623
414,2345,20,12851,13365
415,2346,20,12851,13366
416,2336,20,12851,13110
417,2341,20,12851,13361
418,2355,20,12851,13621
419,2334,20,12851,13108
420,2363,20,12851,13875
421,2372,20,12851,14130
422,2367,20,12851,13879
423,2352,20,12851,13618
424,2355,20,12851,13621
425,2343,20,12851,13363
426,2345,20,12851,13365
427,2335,20,12851,13109
428,2340,20,12851,13360
429,2343,20,12851,13363
430,2334,20,12851,13108
431,2340,20,12851,13360
432,2355,20,12851,13621
433,2334,20,12851,13108
434,2350,20,12851,13616
435,2355,20,12851,13621
436,2334,20,12851,13108
437,2350,20,12851,13616
438,2354,25,12851,13620
439,2343,25,12851,13363
440,2449,25,12852,13369
441,2548,25,12853,13368
442,2695,25,12854,14645
443,2801,25,12856,12337
444,2927,25,12857,12855
445,3042,25,13104,13362
446,3126,25,13105,12854
447,3216,25,13106,12598
448,3360,25,13107,13872
449,3385,25,13107,14389
450,3448,25,13108,13368
451,3526,25,13109,12854
452,3624,25,13110,12852
453,3610,25,13110,12592
454,3718,25,13111,12600
455,3799,25,13111,14649
456,3798,25,13111,14648
457,3833,25,13112,13107
458,3859,25,13112,13625
459,3893,25,13112,14643
460,3908,25,13113,12344
461,3972,25,13113,14130
462,3941,25,13113,13361
463,3968,25,13113,13880
464,3973,25,13113,14131
465,3979,25,13113,14137
466,4031,25,13360,13105
467,4017,25,13360,12599
468,3998,25,13113,14648
469,4039,25,13360,13113
470,4075,25,13360,14133
471,4085,25,13360,14389
472,4107,25,13361,12343
473,4116,25,13361,12598
474,4137,25,13361,13111
475,4129,25,13361,12857
476,4119,25,13361,12601
477,4090,25,13360,14640
478,4104,25,13361,12340
479,4108,25,13361,12344
480,4157,25,13361,13623
481,4137,25,13361,13111
482,4131,25,13361,13105
483,4108,25,13361,12344
484,4139,25,13361,13113
485,4112,25,13361,12594
486,4188,25,13361,14392
487,4133,25,13361,13107
488,4181,25,13361,14385
489,4129,25,13361,12857
490,4144,25,13361,13364
491,4172,25,13361,14130
492,4137,25,13361,13111
493,4169,25,13361,13881
494,4148,25,13361,13368
495,4103,25,13361,12339
496,4137,25,13361,13111
497,4151,25,13361,13617
498,4085,25,13360,14389
499,4129,25,13361,12857
500,4148,25,13361,13368
501,4116,25,13361,12598
502,4142,25,13361,13362
503,4205,25,13362,12341
504,4176,25,13361,14134
505,4199,25,13361,14649
506,4209,25,13362,12345
507,4142,25,13361,13362
508,4171,25,13361,14129
509,4183,25,13361,14387
510,4149,25,13361,13369
511,4137,25,13361,13111
512,4151,25,13361,13617
513,4104,25,13361,12340
514,4137,25,13361,13111
515,4151,25,13361,13617
516,4138,25,13361,13112
517,4183,25,13361,14387
518,4202,25,13362,12338
519,4076,25,13360,14134
520,4168,25,13361,13880
521,4195,25,13361,14645
522,4207,25,13362,12343
523,4177,25,13361,14135
524,4171,25,13361,14129
525,4183,25,13361,14387
526,4142,25,13361,13362
527,4171,25,13361,14129
528,4184,25,13361,14388
529,4094,25,13360,14644
530,4133,25,13361,13107
531,4150,25,13361,13616
532,4094,25,13360,14644
533,4178,25,13361,14136
534,4200,25,13362,12336
535,4209,25,13362,12345
536,4178,25,13361,14136
537,4171,25,13361,14129
538,4184,20,13361,14388
539,4149,20,13361,13369
540,4027,20,13360,12855
541,3968,20,13113,13880
542,3842,20,13112,13362
543,3697,20,13110,14647
544,3616,20,13110,12598
545,3517,20,13109,12599
546,3429,20,13108,12857
547,3380,20,13107,14384
548,3315,20,13107,12597
549,3246,20,13106,13366
550,3207,20,13106,12343
551,3116,20,13105,12598
552,3105,20,13105,12341
553,3032,20,13104,13106
554,2991,20,12857,14641
555,2959,20,12857,13625
556,2914,20,12857,12596
557,2857,20,12856,13623
558,2824,20,12856,12852
559,2776,20,12855,14134
560,2796,20,12855,14646
561,2714,20,12855,12596
562,2714,20,12855,12596
563,2690,20,12854,14640
564,2654,20,12854,13620
565,2672,20,12854,14130
566,2654,20,12854,13620
567,2613,20,12854,12595
568,2612,20,12854,12594
569,2590,20,12853,14640
570,2578,20,12853,14136
571,2552,20,12853,13618
572,2539,20,12853,13113
573,2517,20,12853,12599
574,2509,20,12853,12345
575,2507,20,12853,12343
576,2479,20,12852,14137
577,2483,20,12852,14387
578,2462,20,12852,13874
579,2479,20,12852,14137
580,2484,20,12852,14388
581,2472,20,12852,14130
582,2423,20,12852,12851
583,2442,20,12852,13362
584,2448,20,12852,13368
585,2435,20,12852,13109
586,2426,20,12852,12854
587,2422,20,12852,12850
588,2416,20,12852,12598
589,2409,20,12852,12345
590,2413,20,12852,12595
591,2409,20,12852,12345
592,2405,20,12852,12341
593,2404,20,12852,12340
594,2379,20,12851,14137
595,2384,20,12851,14388
596,2391,20,12851,14641
597,2371,20,12851,14129
598,2378,20,12851,14136
599,2388,20,12851,14392
600,2368,20,12851,13880
601,2382,20,12851,14386
602,2372,20,12851,14130
603,2379,20,12851,14137
604,2371,20,12851,14129
605,2355,20,12851,13621
606,2370,20,12851,14128
607,2354,20,12851,13620
608,2351,20,12851,13617
609,2349,20,12851,13369
610,2387,20,12851,14391
611,2352,20,12851,13618
612,2364,20,12851,13876
613,2362,20,12851,13874
614,2348,20,12851,13368
615,2353,20,12851,13619
616,2356,20,12851,13622
617,2344,20,12851,13364
618,2351,20,12851,13617
619,2363,20,12851,13875
620,2356,20,12851,13622
621,2344,20,12851,13364
622,2345,20,12851,13365
623,2346,20,12851,13366
624,2336,20,12851,13110
625,2341,20,12851,13361
626,2355,20,12851,13621
627,2334,20,12851,13108
628,2351,20,12851,13617
629,2332,20,12851,13106
630,2326,20,12851,12854
631,2341,20,12851,13361
632,2349,20,12851,13369
633,2339,20,12851,13113
634,2348,20,12851,13368
635,2338,20,12851,13112
636,2342,20,12851,13362
637,2333,20,12851,13107
638,2339,25,12851,13113
639,2365,25,12851,13877
640,2399,25,12851,14649
641,2513,25,12853,12595
642,2631,25,12854,13105
643,2792,25,12855,14642
644,2883,25,12856,14387
645,3047,25,13104,13367
646,3139,25,13105,13113
647,3226,25,13106,12854
648,3359,25,13107,13625
649,3396,25,13107,14646
650,3528,25,13109,12856
651,3547,25,13109,13367
652,3594,25,13109,14644
653,3643,25,13110,13363
654,3681,25,13110,14385
655,3721,25,13111,12849
656,3780,25,13111,14384
657,3809,25,13112,12345
658,3810,25,13112,12592
659,3830,25,13112,13104
660,3919,25,13113,12601
661,3954,25,13113,13620
662,4017,25,13360,12599
663,3909,25,13113,12345
664,4002,25,13360,12338
665,4019,25,13360,12601
666,4079,25,13360,14137
667,4069,25,13360,13881
668,4029,25,13360,12857
669,4077,25,13360,14135
670,4103,25,13361,12339
671,4058,25,13360,13624
672,4096,25,13360,14646
673,4111,25,13361,12593
674,4054,25,13360,13620
675,4054,25,13360,13620
676,4116,25,13361,12598
677,4102,25,13361,12338
678,4111,25,13361,12593
679,4171,25,13361,14129
680,4143,25,13361,13363
681,4185,25,13361,14389
682,4129,25,13361,12857
683,4166,25,13361,13878
684,4134,25,13361,13108
685,4168,25,13361,13880
686,4085,25,13360,14389
687,4147,25,13361,13367
688,4173,25,13361,14131
689,4144,25,13361,13364
690,4135,25,13361,13109
691,4088,25,13360,14392
692,4130,25,13361,13104
693,4149,25,13361,13369
694,4103,25,13361,12339
695,4182,25,13361,14386
696,4202,25,13362,12338
697,4156,25,13361,13622
698,4191,25,13361,14641
699,4178,25,13361,14136
700,4115,25,13361,12597
701,4160,25,13361,13872
702,4179,25,13361,14137
703,4154,25,13361,13620
704,4118,25,13361,12600
705,4143,25,13361,13363
706,4154,25,13361,13620
707,4096,25,13360,14646
708,4179,25,13361,14137
709,4129,25,13361,12857
710,4148,25,13361,13368
711,4102,25,13361,12338
712,4182,25,13361,14386
713,4202,25,13362,12338
714,4210,25,13362,12592
715,4160,25,13361,13872
716,4161,25,13361,13873
717,4179,25,13361,14137
718,4187,25,13361,14391
719,4150,25,13361,13616
720,4175,25,13361,14133
721,4152,25,13361,13618
722,4095,25,13360,14645
723,4133,25,13361,13107
724,4150,25,13361,13616
725,4209,25,13362,12345
726,4178,25,13361,14136
727,4200,25,13362,12336
728,4209,25,13362,12345
729,4142,25,13361,13362
730,4171,25,13361,14129
731,4184,25,13361,14388
732,4167,25,13361,13879
733,4195,25,13361,14645
734,4181,25,13361,14385
735,4141,25,13361,13361
736,4171,25,13361,14129
737,4183,25,13361,14387
738,4094,20,13360,14644
739,4133,20,13361,13107
740,3993,20,13113,14643
741,3996,20,13113,14646
742,3814,20,13112,12596
743,3731,20,13111,13105
744,3614,20,13110,12596
745,3528,20,13109,12856
746,3492,20,13108,14642
747,3389,20,13107,14393
748,3321,20,13107,12849
749,3249,20,13106,13369
750,3167,20,13105,13879
751,3133,20,13105,13107
752,3075,20,13104,14133
753,3006,20,13104,12342
754,3004,20,13104,12340
755,2975,20,12857,14133
756,2935,20,12857,13109
757,2876,20,12856,14134
758,2843,20,12856,13363
759,2825,20,12856,12853
760,2792,20,12855,14642
761,2746,20,12855,13366
762,2738,20,12855,13112
763,2711,20,12855,12593
764,2675,20,12854,14133
765,2646,20,12854,13366
766,2636,20,12854,13110
767,2624,20,12854,12852
768,2590,20,12853,14640
769,2595,20,12853,14645
770,2553,20,12853,13619
771,2550,20,12853,13616
772,2565,20,12853,13877
773,2536,20,12853,13110
774,2520,20,12853,12848
775,2515,20,12853,12597
776,2517,20,12853,12599
777,2490,20,12852,14640
778,2493,20,12852,14643
779,2471,20,12852,14129
780,2465,20,12852,13877
781,2448,20,12852,13368
782,2446,20,12852,13366
783,2421,20,12852,12849
784,2416,20,12852,12598
785,2427,20,12852,12855
786,2420,20,12852,12848
787,2411,20,12852,12593
788,2406,20,12852,12342
789,2429,20,12852,12857
790,2424,20,12852,12852
791,2395,20,12851,14645
792,2397,20,12851,14647
793,2398,20,12851,14648
794,2375,20,12851,14133
795,2386,20,12851,14390
796,2366,20,12851,13878
797,2376,20,12851,14134
798,2359,20,12851,13625
799,2377,20,12851,14135
800,2364,20,12851,13876
801,2350,20,12851,13616
802,2371,20,12851,14129
803,2378,20,12851,14136
804,2347,20,12851,13367
805,2360,20,12851,13872
806,2385,20,12851,14389
807,2351,20,12851,13617
808,2363,20,12851,13875
809,2362,20,12851,13874
810,2348,20,12851,13368
811,2353,20,12851,13619
812,2342,20,12851,13362
813,2344,20,12851,13364
814,2351,20,12851,13617
815,2340,20,12851,13360
816,2366,20,12851,13878
817,2374,20,12851,14132
818,2345,20,12851,13365
819,2359,20,12851,13625
820,2359,20,12851,13625
821,2336,20,12851,13110
822,2352,20,12851,13618
823,2356,20,12851,13622
824,2343,20,12851,13363
825,2351,20,12851,13617
826,2340,20,12851,13360
827,2343,20,12851,13363
828,2334,20,12851,13108
829,2340,20,12851,13360
830,2343,20,12851,13363
831,2334,20,12851,13108
832,2322,20,12851,12850
833,2318,20,12851,12600
834,2331,20,12851,13105
835,2348,20,12851,13368
836,2330,20,12851,13104
837,2337,20,12851,13111
838,2353,25,12851,13619
839,2381,25,12851,14385
840,2411,25,12852,12593
841,2527,25,12853,12855
842,2682,25,12854,14386
843,2809,25,12856,12345
844,2905,25,12857,12341
845,3016,25,13104,12598
846,3111,25,13105,12593
847,3239,25,13106,13113
848,3317,25,13107,12599
849,3361,25,13107,13873
850,3489,25,13108,14393
851,3499,25,13108,14649
852,3589,25,13109,14393
853,3651,25,13110,13617
854,3708,25,13111,12344
855,3789,25,13111,14393
856,3828,25,13112,12856
857,3856,25,13112,13622
858,3873,25,13112,14131
859,3881,25,13112,14385
860,3903,25,13113,12339
861,3952,25,13113,13618
862,3926,25,13113,12854
863,3962,25,13113,13874
864,3977,25,13113,14135
865,3978,25,13113,14136
866,4031,25,13360,13105
867,4004,25,13360,12340
868,4055,25,13360,13621
869,4023,25,13360,12851
870,4050,25,13360,13616
871,4074,25,13360,14132
872,4113,25,13361,12595
873,4101,25,13361,12337
874,4096,25,13360,14646
875,4165,25,13361,13877
876,4117,25,13361,12599
877,4089,25,13360,14393
878,4149,25,13361,13369
879,4127,25,13361,12855
880,4125,25,13361,12853
881,4084,25,13360,14388
882,4129,25,13361,12857
883,4085,25,13360,14389
884,4101,25,13361,12337
885,4136,25,13361,13110
886,4097,25,13360,14647
887,4135,25,13361,13109
888,4200,25,13362,12336
889,4156,25,13361,13622
890,4190,25,13361,14640
891,4205,25,13362,12341
892,4115,25,13361,12597
893,4160,25,13361,13872
894,4179,25,13361,14137
895,4187,25,13361,14391
896,4150,25,13361,13616
897,4138,25,13361,13112
898,4152,25,13361,13618
899,4095,25,13360,14645
900,4133,25,13361,13107
901,4200,25,13362,12336
902,4209,25,13362,12345
903,4159,25,13361,13625
904,4192,25,13361,14642
905,4179,25,13361,14137
906,4187,25,13361,14391
907,4119,25,13361,12601
908,4175,25,13361,14133
909,4198,25,13361,14648
910,4183,25,13361,14387
911,4117,25,13361,12599
912,4161,25,13361,13873
913,4179,25,13361,14137
914,4154,25,13361,13620
915,4096,25,13360,14646
916,4134,25,13361,13108
917,4150,25,13361,13616
918,4157,25,13361,13623
919,4159,25,13361,13625
920,4192,25,13361,14642
921,4206,25,13362,12342
922,4211,25,13362,12593
923,4143,25,13361,13363
924,4172,25,13361,14130
925,4184,25,13361,14388
926,4189,25,13361,14393
927,4106,25,13361,12342
928,4138,25,13361,13112
929,4152,25,13361,13618
930,4095,25,13360,14645
931,4151,25,13361,13617
932,4139,25,13361,13113
933,4152,25,13361,13618
934,4104,25,13361,12340
935,4137,25,13361,13111
936,4202,25,13362,12338
937,4210,25,13362,12592
938,4178,20,13361,14136
939,4128,20,13361,12856
940,4072,20,13360,14130
941,3921,20,13113,12849
942,3838,20,13112,13112
943,3745,20,13111,13365
944,3651,20,13110,13617
945,3548,20,13109,13368
946,3451,20,13108,13617
947,3356,20,13107,13622
948,3302,20,13107,12338
949,3282,20,13106,14386
950,3198,20,13105,14648
951,3151,20,13105,13617
952,3085,20,13104,14389
953,3060,20,13104,13872
954,3007,20,13104,12343
955,2952,20,12857,13618
956,2911,20,12857,12593
957,2863,20,12856,13875
958,2836,20,12856,13110
959,2808,20,12856,12344
960,2767,20,12855,13879
961,2744,20,12855,13364
962,2707,20,12855,12343
963,2710,20,12855,12592
964,2685,20,12854,14389
965,2681,20,12854,14385
966,2658,20,12854,13624
967,2616,20,12854,12598
968,2614,20,12854,12596
969,2591,20,12853,14641
970,2578,20,12853,14136
971,2559,20,12853,13625
972,2553,20,12853,13619
973,2530,20,12853,13104
974,2522,20,12853,12850
975,2512,20,12853,12594
976,2507,20,12853,12343
977,2505,20,12853,12341
978,2484,20,12852,14388
979,2466,20,12852,13878
980,2474,20,12852,14132
981,2494,20,12852,14644
982,2429,20,12852,12857
983,2447,20,12852,13367
984,2451,20,12852,13617
985,2438,20,12852,13112
986,2446,20,12852,13366
987,2434,20,12852,13108
988,2425,20,12852,12853
989,2414,20,12852,12596
990,2408,20,12852,12344
991,2406,20,12852,12342
992,2403,20,12852,12339
993,2402,20,12852,12338
994,2401,20,12852,12337
995,2401,20,12852,12337
996,2400,20,12852,12336
997,2383,20,12851,14387
998,2387,20,12851,14391
999,2400,20,12852,12336
